country,year,decade,population,continent,life_exp,life_exp_bin,gdp_cap,gdp_cap_bin,gdp_total
China,1952-01-01,1950,556263527,Asia,44.0,Low,400.448611,Low,222754956737.11102
China,1957-01-01,1950,637408000,Asia,50.54896,Medium,575.9870009,Low,367138722269.6672
China,1962-01-01,1960,665770000,Asia,44.50136,Low,487.6740183,Low,324678731163.591
China,1967-01-01,1960,754550000,Asia,58.38112,Medium,612.7056934,Low,462317080954.97
China,1972-01-01,1970,862030000,Asia,63.11888,High,676.9000921,Low,583508186392.963
China,1977-01-01,1970,943455000,Asia,63.96736,High,741.2374699,Low,699324197164.5044
China,1982-01-01,1980,1000281000,Asia,65.525,High,962.4213805,Low,962691820907.9205
China,1987-01-01,1980,1084035000,Asia,67.274,High,1378.904018,Medium,1494780217152.63
China,1992-01-01,1990,1164970000,Asia,68.69,High,1655.784158,Medium,1928938870545.26
China,1997-01-01,1990,1230075000,Asia,70.426,High,2289.234136,Medium,2815929679840.2
China,2002-01-01,2000,1280400000,Asia,72.028,Very High,3119.280896,Medium,3993927259238.4004
China,2007-01-01,2000,1318683096,Asia,72.961,Very High,4959.114854,High,6539500929092.309
Colombia,1952-01-01,1950,12350771,Americas,50.643,Medium,2144.115096,Medium,26481474548.339016
Colombia,1957-01-01,1950,14485993,Americas,55.118,Medium,2323.805581,Medium,33662631379.726933
Colombia,1962-01-01,1960,17009885,Americas,57.863,Medium,2492.351109,Medium,42394605743.71247
Colombia,1967-01-01,1960,19764027,Americas,59.963,Medium,2678.729839,Medium,52942488863.70165
Colombia,1972-01-01,1970,22542890,Americas,61.623,High,3264.660041,Medium,73594872191.6585
Colombia,1977-01-01,1970,25094412,Americas,63.837,High,3815.80787,High,95755454802.62244
Colombia,1982-01-01,1980,27764644,Americas,66.653,High,4397.575659,High,122097122635.2004
Colombia,1987-01-01,1980,30964245,Americas,67.768,High,4903.2191,High,151824477501.0795
Colombia,1992-01-01,1990,34202721,Americas,68.421,High,5444.648617,High,186221797590.28687
Colombia,1997-01-01,1990,37657830,Americas,70.313,High,6117.361746,High,230366568679.37115
Colombia,2002-01-01,2000,41008227,Americas,71.682,Very High,5755.259962,High,236013006965.70737
Colombia,2007-01-01,2000,44227550,Americas,72.889,Very High,7006.580419,High,309883885810.34344
Comoros,1952-01-01,1950,153936,Africa,40.715,Low,1102.990936,Low,169790012.724096
Comoros,1957-01-01,1950,170928,Africa,42.46,Low,1211.148548,Medium,207019199.01254398
Comoros,1962-01-01,1960,191689,Africa,44.467,Low,1406.648278,Medium,269639001.76154196
Comoros,1967-01-01,1960,217378,Africa,46.472,Low,1876.029643,Medium,407807571.736054
Comoros,1972-01-01,1970,250027,Africa,48.944,Medium,1937.577675,Medium,484446733.347225
Comoros,1977-01-01,1970,304739,Africa,50.939,Medium,1172.603047,Low,357337879.939733
Comoros,1982-01-01,1980,348643,Africa,52.933,Medium,1267.100083,Medium,441765574.237369
Comoros,1987-01-01,1980,395114,Africa,54.926,Medium,1315.980812,Medium,519962442.552568
Comoros,1992-01-01,1990,454429,Africa,57.939,Medium,1246.90737,Medium,566630869.24173
Comoros,1997-01-01,1990,527982,Africa,60.66,Medium,1173.618235,Low,619649302.95177
Comoros,2002-01-01,2000,614382,Africa,62.974,High,1075.811558,Low,660959256.627156
Comoros,2007-01-01,2000,710960,Africa,65.152,High,986.1478792,Low,701111696.196032
"Congo, Dem. Rep.",1952-01-01,1950,14100005,Africa,39.143,Low,780.5423257,Low,11005650695.081629
"Congo, Dem. Rep.",1957-01-01,1950,15577932,Africa,40.652,Low,905.8602303,Low,14111429069.11774
"Congo, Dem. Rep.",1962-01-01,1960,17486434,Africa,42.122,Low,896.3146335,Low,15673346681.93194
"Congo, Dem. Rep.",1967-01-01,1960,19941073,Africa,44.056,Low,861.5932424,Low,17181093743.005096
"Congo, Dem. Rep.",1972-01-01,1970,23007669,Africa,45.989,Low,904.8960685,Low,20819549223.449326
"Congo, Dem. Rep.",1977-01-01,1970,26480870,Africa,47.804,Low,795.757282,Low,21072345136.19534
"Congo, Dem. Rep.",1982-01-01,1980,30646495,Africa,47.784,Low,673.7478181,Low,20648009138.66256
"Congo, Dem. Rep.",1987-01-01,1980,35481645,Africa,47.412,Low,672.774812,Low,23871157044.32574
"Congo, Dem. Rep.",1992-01-01,1990,41672143,Africa,45.548,Low,457.7191807,Low,19074139151.97324
"Congo, Dem. Rep.",1997-01-01,1990,47798986,Africa,42.587,Low,312.188423,Low,14922290060.339079
"Congo, Dem. Rep.",2002-01-01,2000,55379852,Africa,44.966,Low,241.1658765,,13355730548.020277
"Congo, Dem. Rep.",2007-01-01,2000,64606759,Africa,46.462,Low,277.5518587,Low,17931726045.032955
"Congo, Rep.",1952-01-01,1950,854885,Africa,42.111,Low,2125.621418,Medium,1817161865.9269302
"Congo, Rep.",1957-01-01,1950,940458,Africa,45.053,Low,2315.056572,Medium,2177213473.589976
"Congo, Rep.",1962-01-01,1960,1047924,Africa,48.435,Medium,2464.783157,Medium,2582905425.016068
"Congo, Rep.",1967-01-01,1960,1179760,Africa,52.04,Medium,2677.939642,Medium,3159326072.04592
"Congo, Rep.",1972-01-01,1970,1340458,Africa,54.907,Medium,3213.152683,Medium,4307096219.148814
"Congo, Rep.",1977-01-01,1970,1536769,Africa,55.625,Medium,3259.178978,Medium,5008605218.842082
"Congo, Rep.",1982-01-01,1980,1774735,Africa,56.695,Medium,4879.507522,High,8659832782.05667
"Congo, Rep.",1987-01-01,1980,2064095,Africa,57.47,Medium,4201.194937,High,8671665463.487015
"Congo, Rep.",1992-01-01,1990,2409073,Africa,56.433,Medium,4016.239529,High,9675414210.846617
"Congo, Rep.",1997-01-01,1990,2800947,Africa,52.962,Medium,3484.164376,Medium,9758959756.464073
"Congo, Rep.",2002-01-01,2000,3328795,Africa,52.97,Medium,3484.06197,Medium,11597728065.426151
"Congo, Rep.",2007-01-01,2000,3800610,Africa,55.322,Medium,3632.557798,High,13805935492.65678
Costa Rica,1952-01-01,1950,926317,Americas,57.206,Medium,2627.009471,Medium,2433443532.148307
Costa Rica,1957-01-01,1950,1112300,Americas,60.026,Medium,2990.010802,Medium,3325789015.0646
Costa Rica,1962-01-01,1960,1345187,Americas,62.842,High,3460.937025,Medium,4655607493.848675
Costa Rica,1967-01-01,1960,1588717,Americas,65.424,High,4161.727834,High,6611807759.248979
Costa Rica,1972-01-01,1970,1834796,Americas,67.849,High,5118.146939,High,9390755531.089445
Costa Rica,1977-01-01,1970,2108457,Americas,70.75,High,5926.876967,High,12496565229.209919
Costa Rica,1982-01-01,1980,2424367,Americas,73.45,Very High,5262.734751,High,12758800460.077618
Costa Rica,1987-01-01,1980,2799811,Americas,74.752,Very High,5629.915318,High,15762698836.4049
Costa Rica,1992-01-01,1990,3173216,Americas,75.713,Very High,6160.416317,High,19548331623.765472
Costa Rica,1997-01-01,1990,3518107,Americas,77.26,Very High,6677.045314,High,23490559858.5006
Costa Rica,2002-01-01,2000,3834934,Americas,78.123,Very High,7723.447195,High,29618910245.310127
Costa Rica,2007-01-01,2000,4133884,Americas,78.782,Very High,9645.06142,Very High,39871565083.15528
Cote d'Ivoire,1952-01-01,1950,2977019,Africa,40.477,Low,1388.594732,Medium,4133872900.463908
Cote d'Ivoire,1957-01-01,1950,3300000,Africa,42.469,Low,1500.895925,Medium,4952956552.5
Cote d'Ivoire,1962-01-01,1960,3832408,Africa,44.93,Low,1728.869428,Medium,6625733026.822624
Cote d'Ivoire,1967-01-01,1960,4744870,Africa,47.35,Low,2052.050473,Medium,9736712727.82351
Cote d'Ivoire,1972-01-01,1970,6071696,Africa,49.801,Medium,2378.201111,Medium,14439714172.854256
Cote d'Ivoire,1977-01-01,1970,7459574,Africa,52.374,Medium,2517.736547,Medium,18781242084.85098
Cote d'Ivoire,1982-01-01,1980,9025951,Africa,53.983,Medium,2602.710169,Medium,23491934452.59572
Cote d'Ivoire,1987-01-01,1980,10761098,Africa,54.655,Medium,2156.956069,Medium,23211215640.203762
Cote d'Ivoire,1992-01-01,1990,12772596,Africa,52.044,Medium,1648.073791,Medium,21050180710.631435
Cote d'Ivoire,1997-01-01,1990,14625967,Africa,47.991,Low,1786.265407,Medium,26125858896.02357
Cote d'Ivoire,2002-01-01,2000,16252726,Africa,46.832,Low,1648.800823,Medium,26797508004.7935
Cote d'Ivoire,2007-01-01,2000,18013409,Africa,48.328,Medium,1544.750112,Medium,27826215570.25181
Croatia,1952-01-01,1950,3882229,Europe,61.21,High,3119.23652,Medium,12109590475.80308
Croatia,1957-01-01,1950,3991242,Europe,64.77,High,4338.231617,High,17314932235.498314
Croatia,1962-01-01,1960,4076557,Europe,67.13,High,5477.890018,High,22330930898.108025
Croatia,1967-01-01,1960,4174366,Europe,68.5,High,6960.297861,High,29054830740.831127
Croatia,1972-01-01,1970,4225310,Europe,69.61,High,9164.090127,High,38721121654.514366
Croatia,1977-01-01,1970,4318673,Europe,70.64,High,11305.38517,Very High,48824261688.27941
Croatia,1982-01-01,1980,4413368,Europe,70.46,High,13221.82184,Very High,58352765410.357124
Croatia,1987-01-01,1980,4484310,Europe,71.52,Very High,13822.58394,Very High,61984751387.9814
Croatia,1992-01-01,1990,4494013,Europe,72.527,Very High,8447.794873,High,37964499980.59535
Croatia,1997-01-01,1990,4444595,Europe,73.68,Very High,9875.604515,Very High,43893062449.34643
Croatia,2002-01-01,2000,4481020,Europe,74.876,Very High,11628.38895,Very High,52107043452.729004
Croatia,2007-01-01,2000,4493312,Europe,75.748,Very High,14619.22272,Very High,65688728878.44864
Cuba,1952-01-01,1950,6007797,Americas,59.421,Medium,5586.53878,High,33562790922.86766
Cuba,1957-01-01,1950,6640752,Americas,62.325,High,6092.174359,High,40456619058.87797
Cuba,1962-01-01,1960,7254373,Americas,65.246,High,5180.75591,High,37583135793.09443
Cuba,1967-01-01,1960,8139332,Americas,68.29,High,5690.268015,High,46314980543.06598
Cuba,1972-01-01,1970,8831348,Americas,70.723,High,5305.445256,High,46854233350.68509
Cuba,1977-01-01,1970,9537988,Americas,72.649,Very High,6380.494966,High,60857084419.76841
Cuba,1982-01-01,1980,9789224,Americas,73.717,Very High,7316.918107,High,71626950339.07898
Cuba,1987-01-01,1980,10239839,Americas,74.174,Very High,7532.924763,High,77135936772.23315
Cuba,1992-01-01,1990,10723260,Americas,74.414,Very High,5592.843963,High,59973519954.67938
Cuba,1997-01-01,1990,10983007,Americas,76.151,Very High,5431.990415,High,59659588751.87791
Cuba,2002-01-01,2000,11226999,Americas,77.158,Very High,6340.646683,High,71186433969.39432
Cuba,2007-01-01,2000,11416987,Americas,78.273,Very High,8948.102923,High,102160374746.55301
Czech Republic,1952-01-01,1950,9125183,Europe,66.87,High,6876.14025,High,62746038114.91576
Czech Republic,1957-01-01,1950,9513758,Europe,69.03,High,8256.343918,High,78548858000.62386
Czech Republic,1962-01-01,1960,9620282,Europe,69.9,High,10136.86713,Very High,97519520387.13066
Czech Republic,1967-01-01,1960,9835109,Europe,70.38,High,11399.44489,Very High,112114783032.64302
Czech Republic,1972-01-01,1970,9862158,Europe,70.29,High,13108.4536,Very High,129277640538.8688
Czech Republic,1977-01-01,1970,10161915,Europe,70.71,High,14800.16062,Very High,150397974206.7873
Czech Republic,1982-01-01,1980,10303704,Europe,70.96,Very High,15377.22855,Very High,158442411319.5492
Czech Republic,1987-01-01,1980,10311597,Europe,71.58,Very High,16310.4434,Very High,168186719232.1098
Czech Republic,1992-01-01,1990,10315702,Europe,72.4,Very High,14297.02122,Very High,147483810393.19644
Czech Republic,1997-01-01,1990,10300707,Europe,74.01,Very High,16048.51424,Very High,165311042971.5677
Czech Republic,2002-01-01,2000,10256295,Europe,75.51,Very High,17596.21022,Very High,180471922898.3349
Czech Republic,2007-01-01,2000,10228744,Europe,76.486,Very High,22833.30851,Very High,233556067421.81143
Denmark,1952-01-01,1950,4334000,Europe,70.78,High,9692.385245,Very High,42006797651.829994
Denmark,1957-01-01,1950,4487831,Europe,71.81,Very High,11099.65935,Very High,49813395320.36985
Denmark,1962-01-01,1960,4646899,Europe,72.35,Very High,13583.31351,Very High,63120285966.30549
Denmark,1967-01-01,1960,4838800,Europe,72.96,Very High,15937.21123,Very High,77116977699.724
Denmark,1972-01-01,1970,4991596,Europe,73.47,Very High,18866.20721,Very High,94172484444.60716
Denmark,1977-01-01,1970,5088419,Europe,74.69,Very High,20422.9015,Very High,103920280027.7285
Denmark,1982-01-01,1980,5117810,Europe,74.63,Very High,21688.04048,Very High,110995270448.94879
Denmark,1987-01-01,1980,5127024,Europe,74.8,Very High,25116.17581,Very High,128771236166.08945
Denmark,1992-01-01,1990,5171393,Europe,75.33,Very High,26406.73985,Very High,136559629613.11105
Denmark,1997-01-01,1990,5283663,Europe,76.11,Very High,29804.34567,Very High,157476118455.7892
Denmark,2002-01-01,2000,5374693,Europe,77.18,Very High,32166.50006,Very High,172885062706.98157
Denmark,2007-01-01,2000,5468120,Europe,78.332,Very High,35278.41874,Very High,192906627080.56882
Djibouti,1952-01-01,1950,63149,Africa,34.812,Low,2669.529475,Medium,168578116.816775
Djibouti,1957-01-01,1950,71851,Africa,37.328,Low,2864.969076,Medium,205850893.079676
Djibouti,1962-01-01,1960,89898,Africa,39.693,Low,3020.989263,Medium,271580892.765174
Djibouti,1967-01-01,1960,127617,Africa,42.074,Low,3020.050513,Medium,385409786.31752104
Djibouti,1972-01-01,1970,178848,Africa,44.366,Low,3694.212352,High,660702490.730496
Djibouti,1977-01-01,1970,228694,Africa,46.519,Low,3081.761022,Medium,704780255.1652681
Djibouti,1982-01-01,1980,305991,Africa,48.812,Medium,2879.468067,Medium,881091313.2893969
Djibouti,1987-01-01,1980,311025,Africa,50.04,Medium,2880.102568,Medium,895783901.2121999
Djibouti,1992-01-01,1990,384156,Africa,51.604,Medium,2377.156192,Medium,913198814.093952
Djibouti,1997-01-01,1990,417908,Africa,53.157,Medium,1895.016984,Medium,791942757.749472
Djibouti,2002-01-01,2000,447416,Africa,53.373,Medium,1908.260867,Medium,853786444.069672
Djibouti,2007-01-01,2000,496374,Africa,54.791,Medium,2082.481567,Medium,1033689705.3380579
Dominican Republic,1952-01-01,1950,2491346,Americas,45.928,Low,1397.717137,Medium,3482196998.3964024
Dominican Republic,1957-01-01,1950,2923186,Americas,49.828,Medium,1544.402995,Medium,4514577213.34207
Dominican Republic,1962-01-01,1960,3453434,Americas,53.459,Medium,1662.137359,Medium,5740081668.240807
Dominican Republic,1967-01-01,1960,4049146,Americas,56.751,Medium,1653.723003,Medium,6696165882.705439
Dominican Republic,1972-01-01,1970,4671329,Americas,59.631,Medium,2189.874499,Medium,10229624253.539171
Dominican Republic,1977-01-01,1970,5302800,Americas,61.788,High,2681.9889,Medium,14222050738.919998
Dominican Republic,1982-01-01,1980,5968349,Americas,63.727,High,2861.092386,Medium,17075997880.890713
Dominican Republic,1987-01-01,1980,6655297,Americas,66.046,High,2899.842175,Medium,19299310927.750977
Dominican Republic,1992-01-01,1990,7351181,Americas,68.457,High,3044.214214,Medium,22378569689.886734
Dominican Republic,1997-01-01,1990,7992357,Americas,69.957,High,3614.101285,High,28885187703.878746
Dominican Republic,2002-01-01,2000,8650322,Americas,70.847,Very High,4563.808154,High,39478410078.32559
Dominican Republic,2007-01-01,2000,9319622,Americas,72.235,Very High,6025.374752,High,56154215096.98374
Ecuador,1952-01-01,1950,3548753,Americas,48.357,Medium,3522.110717,Medium,12499100973.285902
Ecuador,1957-01-01,1950,4058385,Americas,51.356,Medium,3780.546651,High,15342913820.218636
Ecuador,1962-01-01,1960,4681707,Americas,54.64,Medium,4086.114078,High,19129988881.771145
Ecuador,1967-01-01,1960,5432424,Americas,56.678,Medium,4579.074215,High,24875472663.347157
Ecuador,1972-01-01,1970,6298651,Americas,58.796,Medium,5280.99471,High,33263142611.13621
Ecuador,1977-01-01,1970,7278866,Americas,61.31,High,6679.62326,High,48620082640.02316
Ecuador,1982-01-01,1980,8365850,Americas,64.342,High,7213.791267,High,60349495671.031944
Ecuador,1987-01-01,1980,9545158,Americas,67.231,High,6481.776993,High,61869585518.9499
Ecuador,1992-01-01,1990,10748394,Americas,69.613,High,7103.702595,High,76353394349.88243
Ecuador,1997-01-01,1990,11911819,Americas,72.312,Very High,7429.455877,High,88498333675.31027
Ecuador,2002-01-01,2000,12921234,Americas,74.173,Very High,5773.044512,High,74594859031.96782
Ecuador,2007-01-01,2000,13755680,Americas,74.994,Very High,6873.262326,High,94546397112.51167
Egypt,1952-01-01,1950,22223309,Africa,41.893,Low,1418.822445,Medium,31530929611.370506
Egypt,1957-01-01,1950,25009741,Africa,44.444,Low,1458.915272,Medium,36487093093.66455
Egypt,1962-01-01,1960,28173309,Africa,46.992,Low,1693.335853,Medium,47706874227.34758
Egypt,1967-01-01,1960,31681188,Africa,49.293,Medium,1814.880728,Medium,57497577541.344864
Egypt,1972-01-01,1970,34807417,Africa,51.137,Medium,2024.008147,Medium,70450495584.0263
Egypt,1977-01-01,1970,38783863,Africa,53.319,Medium,2785.493582,Medium,108032201471.66727
Egypt,1982-01-01,1980,45681811,Africa,56.006,Medium,3503.729636,Medium,160056715026.8508
Egypt,1987-01-01,1980,52799062,Africa,59.797,Medium,3885.46071,High,205148680925.854
Egypt,1992-01-01,1990,59402198,Africa,63.674,High,3794.755195,High,225416799454.9186
Egypt,1997-01-01,1990,66134291,Africa,67.217,High,4173.181797,High,275990419358.7009
Egypt,2002-01-01,2000,73312559,Africa,69.806,High,4754.604414,High,348572216623.03546
Egypt,2007-01-01,2000,80264543,Africa,71.338,Very High,5581.180998,High,447970942204.7539
El Salvador,1952-01-01,1950,2042865,Americas,45.262,Low,3048.3029,Medium,6227271303.8085
El Salvador,1957-01-01,1950,2355805,Americas,48.57,Medium,3421.523218,Medium,8060441504.580489
El Salvador,1962-01-01,1960,2747687,Americas,52.307,Medium,3776.803627,High,10377474227.460749
El Salvador,1967-01-01,1960,3232927,Americas,55.855,Medium,4358.595393,High,14091020728.10531
El Salvador,1972-01-01,1970,3790903,Americas,58.207,Medium,4520.246008,High,17135814152.465225
El Salvador,1977-01-01,1970,4282586,Americas,56.696,Medium,5138.922374,High,22007877013.979164
El Salvador,1982-01-01,1980,4474873,Americas,56.604,Medium,4098.344175,High,18339569693.414776
El Salvador,1987-01-01,1980,4842194,Americas,63.154,High,4140.442097,High,20048823879.44082
El Salvador,1992-01-01,1990,5274649,Americas,66.798,High,4444.2317,High,23441762292.1733
El Salvador,1997-01-01,1990,5783439,Americas,69.535,High,5154.825496,High,29812618811.760746
El Salvador,2002-01-01,2000,6353681,Americas,70.734,High,5351.568666,High,34002160153.359547
El Salvador,2007-01-01,2000,6939688,Americas,71.878,Very High,5728.353514,High,39752986140.86363
Equatorial Guinea,1952-01-01,1950,216964,Africa,34.482,Low,375.6431231,Low,81501034.5602684
Equatorial Guinea,1957-01-01,1950,232922,Africa,35.983,Low,426.0964081,Low,99247227.56746821
Equatorial Guinea,1962-01-01,1960,249220,Africa,37.485,Low,582.8419714,Low,145255876.112308
Equatorial Guinea,1967-01-01,1960,259864,Africa,38.987,Low,915.5960025,Low,237930439.59366003
Equatorial Guinea,1972-01-01,1970,277603,Africa,40.516,Low,672.4122571,Low,186663659.8077313
Equatorial Guinea,1977-01-01,1970,192675,Africa,42.024,Low,958.5668124,Low,184691860.57917
Equatorial Guinea,1982-01-01,1980,285483,Africa,43.662,Low,927.8253427,Low,264878362.31002408
Equatorial Guinea,1987-01-01,1980,341244,Africa,45.664,Low,966.8968149,Low,329947736.7037356
Equatorial Guinea,1992-01-01,1990,387838,Africa,47.545,Low,1132.055034,Low,439053960.276492
Equatorial Guinea,1997-01-01,1990,439971,Africa,48.245,Medium,2814.480755,Medium,1238289912.258105
Equatorial Guinea,2002-01-01,2000,495627,Africa,49.348,Medium,7703.4959,High,3818060562.4293
Equatorial Guinea,2007-01-01,2000,551201,Africa,51.579,Medium,12154.08975,Very High,6699346424.289749
Eritrea,1952-01-01,1950,1438760,Africa,35.928,Low,328.9405571,Low,473266515.93319595
Eritrea,1957-01-01,1950,1542611,Africa,38.047,Low,344.1618859,Low,530907910.9700849
Eritrea,1962-01-01,1960,1666618,Africa,40.158,Low,380.9958433,Low,634974530.3689594
Eritrea,1967-01-01,1960,1820319,Africa,42.189,Low,468.7949699,Low,853356390.8133981
Eritrea,1972-01-01,1970,2260187,Africa,44.142,Low,514.3242082,Low,1162468889.1589334
Eritrea,1977-01-01,1970,2512642,Africa,44.535,Low,505.7538077,Low,1270778258.8869433
Eritrea,1982-01-01,1980,2637297,Africa,43.89,Low,524.8758493,Low,1384253502.731342
Eritrea,1987-01-01,1980,2915959,Africa,46.453,Low,521.1341333,Low,1519605766.2033348
Eritrea,1992-01-01,1990,3668440,Africa,49.991,Medium,582.8585102,Low,2138181473.1580877
Eritrea,1997-01-01,1990,4058319,Africa,53.378,Medium,913.47079,Low,3707155863.00201
Eritrea,2002-01-01,2000,4414865,Africa,55.24,Medium,765.3500015,Low,3378916934.3722973
Eritrea,2007-01-01,2000,4906585,Africa,58.04,Medium,641.3695236,Low,3146934083.952906
Ethiopia,1952-01-01,1950,20860941,Africa,34.078,Low,362.1462796,Low,7554712172.1051035
Ethiopia,1957-01-01,1950,22815614,Africa,36.667,Low,378.9041632,Low,8644931130.564205
Ethiopia,1962-01-01,1960,25145372,Africa,40.059,Low,419.4564161,Low,10547387620.62129
Ethiopia,1967-01-01,1960,27860297,Africa,42.115,Low,516.1186438,Low,14379218703.505207
Ethiopia,1972-01-01,1970,30770372,Africa,43.515,Low,566.2439442,Low,17423536805.781242
Ethiopia,1977-01-01,1970,34617799,Africa,44.51,Low,556.8083834,Low,19275480698.056137
Ethiopia,1982-01-01,1980,38111756,Africa,44.916,Low,577.8607471,Low,22023287795.452908
Ethiopia,1987-01-01,1980,42999530,Africa,46.684,Low,573.7413142,Low,24670606852.182327
Ethiopia,1992-01-01,1990,52088559,Africa,48.091,Low,421.3534653,Low,21947694837.133503
Ethiopia,1997-01-01,1990,59861301,Africa,49.402,Medium,515.8894013,Low,30881810733.929092
Ethiopia,2002-01-01,2000,67946797,Africa,50.725,Medium,530.0535319,Low,36015439731.14233
Ethiopia,2007-01-01,2000,76511887,Africa,52.947,Medium,690.8055759,Low,52854838162.23072
Finland,1952-01-01,1950,4090500,Europe,66.55,High,6424.519071,High,26279495259.9255
Finland,1957-01-01,1950,4324000,Europe,67.49,High,7545.415386,High,32626376129.064
Finland,1962-01-01,1960,4491443,Europe,68.75,High,9371.842561,Very High,42093096667.70552
Finland,1967-01-01,1960,4605744,Europe,69.83,High,10921.63626,Very High,50302260674.67744
Finland,1972-01-01,1970,4639657,Europe,70.87,Very High,14358.8759,Very High,66620259081.5663
Finland,1977-01-01,1970,4738902,Europe,72.52,Very High,15605.42283,Very High,73952569459.93266
Finland,1982-01-01,1980,4826933,Europe,74.55,Very High,18533.15761,Very High,89458310061.91013
Finland,1987-01-01,1980,4931729,Europe,74.83,Very High,21141.01223,Very High,104261743104.04567
Finland,1992-01-01,1990,5041039,Europe,75.7,Very High,20647.16499,Very High,104083163954.02461
Finland,1997-01-01,1990,5134406,Europe,77.13,Very High,23723.9502,Very High,121808392250.58119
Finland,2002-01-01,2000,5193039,Europe,78.37,Very High,28204.59057,Very High,146467538809.04224
Finland,2007-01-01,2000,5238460,Europe,79.313,Very High,33207.0844,Very High,173953983346.024
France,1952-01-01,1950,42459667,Europe,67.41,High,7029.809327,High,298483363097.9141
France,1957-01-01,1950,44310863,Europe,68.93,High,8662.834898,High,383857690356.8969
France,1962-01-01,1960,47124000,Europe,70.51,High,10560.48553,Very High,497652320115.72
France,1967-01-01,1960,49569000,Europe,71.55,Very High,12999.91766,Very High,644392918488.5399
France,1972-01-01,1970,51732000,Europe,72.38,Very High,16107.19171,Very High,833257241541.72
France,1977-01-01,1970,53165019,Europe,73.83,Very High,18292.63514,Very High,972528294778.1676
France,1982-01-01,1980,54433565,Europe,74.89,Very High,20293.89746,Very High,1104669186492.2449
France,1987-01-01,1980,55630100,Europe,76.34,Very High,22066.44214,Very High,1227558382892.414
France,1992-01-01,1990,57374179,Europe,77.46,Very High,24703.79615,Very High,1417360022289.6108
France,1997-01-01,1990,58623428,Europe,78.64,Very High,25889.78487,Very High,1517747939261.9343
France,2002-01-01,2000,59925035,Europe,79.59,Very High,28926.03234,Very High,1733393500385.632
France,2007-01-01,2000,61083916,Europe,80.657,Very High,30470.0167,Very High,1861227940621.3972
Gabon,1952-01-01,1950,420702,Africa,37.003,Low,4293.476475,High,1806274139.9854503
Gabon,1957-01-01,1950,434904,Africa,38.999,Low,4976.198099,High,2164168458.047496
Gabon,1962-01-01,1960,455661,Africa,40.489,Low,6631.459222,High,3021697340.5557423
Gabon,1967-01-01,1960,489004,Africa,44.598,Low,8358.761987,High,4087468046.690948
Gabon,1972-01-01,1970,537977,Africa,48.69,Medium,11401.94841,Very High,6133985999.76657
Gabon,1977-01-01,1970,706367,Africa,52.79,Medium,21745.57328,Very High,15360355361.073761
Gabon,1982-01-01,1980,753874,Africa,56.564,Medium,15113.36194,Very High,11393570619.155561
Gabon,1987-01-01,1980,880397,Africa,60.19,Medium,11864.40844,Very High,10445389597.35068
Gabon,1992-01-01,1990,985739,Africa,61.366,High,13522.15752,Very High,13329318031.60728
Gabon,1997-01-01,1990,1126189,Africa,60.461,Medium,14722.84188,Very High,16580702573.99532
Gabon,2002-01-01,2000,1299304,Africa,56.761,Medium,12521.71392,Very High,16269512983.111681
Gabon,2007-01-01,2000,1454867,Africa,56.735,Medium,13206.48452,Very High,19213678514.15884
Gambia,1952-01-01,1950,284320,Africa,30.0,Low,485.2306591,Low,137960780.995312
Gambia,1957-01-01,1950,323150,Africa,32.065,Low,520.9267111,Low,168337466.691965
Gambia,1962-01-01,1960,374020,Africa,33.896,Low,599.650276,Low,224281196.22952
Gambia,1967-01-01,1960,439593,Africa,35.857,Low,734.7829124,Low,323005424.8106532
Gambia,1972-01-01,1970,517101,Africa,38.308,Low,756.0868363,Low,390973259.13756627
Gambia,1977-01-01,1970,608274,Africa,41.842,Low,884.7552507,Low,538173615.3642918
Gambia,1982-01-01,1980,715523,Africa,45.58,Low,835.8096108,Low,598041000.1484483
Gambia,1987-01-01,1980,848406,Africa,49.265,Medium,611.6588611,Low,518935047.7104066
Gambia,1992-01-01,1990,1025384,Africa,52.644,Medium,665.6244126,Low,682520622.6894385
Gambia,1997-01-01,1990,1235767,Africa,55.861,Medium,653.7301704,Low,807858171.4846969
Gambia,2002-01-01,2000,1457766,Africa,58.041,Medium,660.5855997,Low,962979227.3322701
Gambia,2007-01-01,2000,1688359,Africa,59.448,Medium,752.7497265,Low,1270911775.4838135
Germany,1952-01-01,1950,69145952,Europe,67.5,High,7144.114393,High,493986590900.88715
Germany,1957-01-01,1950,71019069,Europe,69.1,High,10187.82665,Very High,723529963816.3889
Germany,1962-01-01,1960,73739117,Europe,70.3,High,12902.46291,Very High,951416222108.6505
Germany,1967-01-01,1960,76368453,Europe,70.8,High,14745.62561,Very High,1126100616352.8813
Germany,1972-01-01,1970,78717088,Europe,71.0,Very High,18016.18027,Very High,1418181247737.4539
Germany,1977-01-01,1970,78160773,Europe,72.5,Very High,20512.92123,Very High,1603305779824.911
Germany,1982-01-01,1980,78335266,Europe,73.8,Very High,22031.53274,Very High,1725845977575.6086
Germany,1987-01-01,1980,77718298,Europe,74.847,Very High,24639.18566,Very High,1914915573601.2065
Germany,1992-01-01,1990,80597764,Europe,76.07,Very High,26505.30317,Very High,2136268169644.1118
Germany,1997-01-01,1990,82011073,Europe,77.34,Very High,27788.88416,Very High,2278996207434.3037
Germany,2002-01-01,2000,82350671,Europe,78.67,Very High,30035.80198,Very High,2473468447076.1284
